path,furniture,fov,yaw,pitch,roll,pitch_range,roll_range,x,y,z
\scene_03446\2D_rendering\870002\perspective\empty_90_20_20\0,empty,90,-164,-9,2,20,20,-276.638857,-2450.449914,1614.35592
\scene_03446\2D_rendering\870002\perspective\full_90_20_20\0,full,90,-164,-9,2,20,20,-276.638857,-2450.449914,1614.35592
\scene_03446\2D_rendering\870002\perspective\empty_120_20_20\0,empty,120,-164,-9,2,20,20,-276.638857,-2450.449914,1614.35592
\scene_03446\2D_rendering\870002\perspective\full_120_20_20\0,full,120,-164,-9,2,20,20,-276.638857,-2450.449914,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_60_0_0\0,empty,60,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_60_0_0\0,full,60,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_90_0_0\0,empty,90,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_90_0_0\0,full,90,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_120_0_0\0,empty,120,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_120_0_0\0,full,120,65,0,0,0,0,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_60_10_10\0,empty,60,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_60_10_10\0,full,60,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_90_10_10\0,empty,90,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_90_10_10\0,full,90,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_120_10_10\0,empty,120,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_120_10_10\0,full,120,65,3,-9,10,10,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_60_20_20\0,empty,60,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_60_20_20\0,full,60,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_90_20_20\0,empty,90,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_90_20_20\0,full,90,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\empty_120_20_20\0,empty,120,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03446\2D_rendering\872364\perspective\full_120_20_20\0,full,120,65,-20,15,20,20,1479.63672,3300.63037,1614.35592
\scene_03447\2D_rendering\634976\perspective\empty_60_0_0\0,empty,60,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_60_0_0\0,full,60,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_90_0_0\0,empty,90,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_90_0_0\0,full,90,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_120_0_0\0,empty,120,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_120_0_0\0,full,120,-40,0,0,0,0,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_60_10_10\0,empty,60,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_60_10_10\0,full,60,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_90_10_10\0,empty,90,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_90_10_10\0,full,90,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_120_10_10\0,empty,120,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_120_10_10\0,full,120,-40,0,-3,10,10,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_60_20_20\0,empty,60,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_60_20_20\0,full,60,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_90_20_20\0,empty,90,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_90_20_20\0,full,90,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\empty_120_20_20\0,empty,120,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\634976\perspective\full_120_20_20\0,full,120,-40,-10,15,20,20,1468.167785,-3921.464111,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_60_0_0\0,empty,60,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_60_0_0\0,full,60,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_90_0_0\0,empty,90,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_90_0_0\0,full,90,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_120_0_0\0,empty,120,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_120_0_0\0,full,120,72,0,0,0,0,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_60_10_10\0,empty,60,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_60_10_10\0,full,60,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_90_10_10\0,empty,90,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_90_10_10\0,full,90,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_120_10_10\0,empty,120,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_120_10_10\0,full,120,72,-8,-8,10,10,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_60_20_20\0,empty,60,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_60_20_20\0,full,60,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_90_20_20\0,empty,90,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_90_20_20\0,full,90,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\empty_120_20_20\0,empty,120,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\666406\perspective\full_120_20_20\0,full,120,72,16,9,20,20,837.907105,3212.949278,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_60_0_0\0,empty,60,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_60_0_0\0,full,60,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_90_0_0\0,empty,90,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_90_0_0\0,full,90,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_120_0_0\0,empty,120,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_120_0_0\0,full,120,-30,0,0,0,0,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_60_10_10\0,empty,60,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_60_10_10\0,full,60,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_90_10_10\0,empty,90,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_90_10_10\0,full,90,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_120_10_10\0,empty,120,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_120_10_10\0,full,120,-30,-3,6,10,10,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_60_20_20\0,empty,60,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_60_20_20\0,full,60,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_90_20_20\0,empty,90,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_90_20_20\0,full,90,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\empty_120_20_20\0,empty,120,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03447\2D_rendering\670444\perspective\full_120_20_20\0,full,120,-30,2,16,20,20,-1544.317563,1912.764054,1410.256683
\scene_03448\2D_rendering\1000642\perspective\empty_60_0_0\0,empty,60,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_60_0_0\0,full,60,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_90_0_0\0,empty,90,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_90_0_0\0,full,90,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_120_0_0\0,empty,120,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_120_0_0\0,full,120,174,0,0,0,0,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_60_10_10\0,empty,60,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_60_10_10\0,full,60,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_90_10_10\0,empty,90,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_90_10_10\0,full,90,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_120_10_10\0,empty,120,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_120_10_10\0,full,120,174,-3,7,10,10,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_60_20_20\0,empty,60,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_60_20_20\0,full,60,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_90_20_20\0,empty,90,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_90_20_20\0,full,90,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\empty_120_20_20\0,empty,120,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1000642\perspective\full_120_20_20\0,full,120,174,4,-9,20,20,-5250.0977,-4566.4062,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_60_0_0\0,empty,60,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_60_0_0\0,full,60,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_90_0_0\0,empty,90,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_90_0_0\0,full,90,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_120_0_0\0,empty,120,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_120_0_0\0,full,120,-92,0,0,0,0,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_60_10_10\0,empty,60,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_60_10_10\0,full,60,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_90_10_10\0,empty,90,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_90_10_10\0,full,90,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_120_10_10\0,empty,120,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_120_10_10\0,full,120,-92,-1,5,10,10,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_60_20_20\0,empty,60,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_60_20_20\0,full,60,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_90_20_20\0,empty,90,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_90_20_20\0,full,90,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\empty_120_20_20\0,empty,120,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\1001772\perspective\full_120_20_20\0,full,120,-92,-14,-4,20,20,1349.90232,-7596.4061,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_60_0_0\0,empty,60,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_60_0_0\0,full,60,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_90_0_0\0,empty,90,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_90_0_0\0,full,90,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_120_0_0\0,empty,120,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_120_0_0\0,full,120,-178,0,0,0,0,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_60_10_10\0,empty,60,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_60_10_10\0,full,60,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_90_10_10\0,empty,90,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_90_10_10\0,full,90,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_120_10_10\0,empty,120,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_120_10_10\0,full,120,-178,2,3,10,10,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_60_20_20\0,empty,60,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_60_20_20\0,full,60,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_90_20_20\0,empty,90,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_90_20_20\0,full,90,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\empty_120_20_20\0,empty,120,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\3320\perspective\full_120_20_20\0,full,120,-178,9,-17,20,20,1117.882155,-855.240453,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_60_0_0\0,empty,60,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_60_0_0\0,full,60,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_90_0_0\0,empty,90,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_90_0_0\0,full,90,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_120_0_0\0,empty,120,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_120_0_0\0,full,120,145,0,0,0,0,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_60_10_10\0,empty,60,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_60_10_10\0,full,60,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_90_10_10\0,empty,90,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_90_10_10\0,full,90,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_120_10_10\0,empty,120,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_120_10_10\0,full,120,145,-6,5,10,10,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_60_20_20\0,empty,60,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_60_20_20\0,full,60,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_90_20_20\0,empty,90,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_90_20_20\0,full,90,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\empty_120_20_20\0,empty,120,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03448\2D_rendering\691\perspective\full_120_20_20\0,full,120,145,-20,-6,20,20,-1500.09768,1283.593775,1667.819447
\scene_03449\2D_rendering\686694\perspective\empty_60_0_0\0,empty,60,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_60_0_0\0,full,60,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_90_0_0\0,empty,90,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_90_0_0\0,full,90,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_120_0_0\0,empty,120,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_120_0_0\0,full,120,71,0,0,0,0,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_60_10_10\0,empty,60,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_60_10_10\0,full,60,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_90_10_10\0,empty,90,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_90_10_10\0,full,90,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_120_10_10\0,empty,120,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_120_10_10\0,full,120,71,4,6,10,10,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_60_20_20\0,empty,60,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_60_20_20\0,full,60,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_90_20_20\0,empty,90,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_90_20_20\0,full,90,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\empty_120_20_20\0,empty,120,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686694\perspective\full_120_20_20\0,full,120,71,3,-17,20,20,-1019.729606,202.327549,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_60_0_0\0,empty,60,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_60_0_0\0,full,60,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_90_0_0\0,empty,90,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_90_0_0\0,full,90,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_120_0_0\0,empty,120,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_120_0_0\0,full,120,59,0,0,0,0,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_60_10_10\0,empty,60,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_60_10_10\0,full,60,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_90_10_10\0,empty,90,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_90_10_10\0,full,90,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_120_10_10\0,empty,120,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_120_10_10\0,full,120,59,-6,0,10,10,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_60_20_20\0,empty,60,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_60_20_20\0,full,60,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_90_20_20\0,empty,90,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_90_20_20\0,full,90,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\empty_120_20_20\0,empty,120,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686695\perspective\full_120_20_20\0,full,120,59,-15,18,20,20,1974.731147,4171.832992,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_60_0_0\0,empty,60,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_60_0_0\0,full,60,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_90_0_0\0,empty,90,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_90_0_0\0,full,90,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_120_0_0\0,empty,120,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_120_0_0\0,full,120,-72,0,0,0,0,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_60_10_10\0,empty,60,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_60_10_10\0,full,60,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_90_10_10\0,empty,90,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_90_10_10\0,full,90,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_120_10_10\0,empty,120,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_120_10_10\0,full,120,-72,3,0,10,10,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_60_20_20\0,empty,60,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_60_20_20\0,full,60,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_90_20_20\0,empty,90,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_90_20_20\0,full,90,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\empty_120_20_20\0,empty,120,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686696\perspective\full_120_20_20\0,full,120,-72,-8,13,20,20,-3692.980861,-3494.688235,1694.455543
\scene_03449\2D_rendering\686697\perspective\empty_60_0_0\0,empty,60,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\full_60_0_0\0,full,60,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\empty_90_0_0\0,empty,90,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\full_90_0_0\0,full,90,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\empty_120_0_0\0,empty,120,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\full_120_0_0\0,full,120,107,0,0,0,0,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\empty_60_10_10\0,empty,60,107,-4,9,10,10,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\full_60_10_10\0,full,60,107,-4,9,10,10,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\empty_90_10_10\0,empty,90,107,-4,9,10,10,-3607.330896,3017.006563,1694.455543
\scene_03449\2D_rendering\686697\perspective\full_90_10_10\0,full,90,107,-4,9,10,10,-3607.330896,3017.006563,1694.455543
